,Length,gencodeID,ensemblID,gene_type,Symbol,EntrezID,Class,meanExprs,NumTx,gencodeTx,passExprsCut,logFC,AveExpr,t,P.Value,adj.P.Val,B,region,type
ENSG00000162946.20,12906,ENSG00000162946.20,ENSG00000162946,protein_coding,DISC1,27185,InGen,0.741551124,23,"c(""ENST00000317586.8""; ""ENST00000295051.11""; ""ENST00000535944.5""; ""ENST00000539444.5""; ""ENST00000602281.5""; ""ENST00000602700.5""; ""ENST00000602822.5""; ""ENST00000602873.5""; ""ENST00000366632.6""; ""ENST00000366633.7""; ""ENST00000602713.5""; ""ENST00000537876.5""; ""ENST00000366636.8""; ""ENST00000628350.2""; ""ENST00000535983.5""; ""ENST00000366637.7""; ""ENST00000620189.3""; ""ENST00000622252.4""; ""ENST00000439617.6""; ""ENST00000422590.6""; ""ENST00000468399.2""; ""ENST00000602600.1""; ""ENST00000427560.1"")",TRUE,-0.09792916,3.222079522,-3.321228161,0.000989033,0.067188969,-1.043513028,DLPFC,gene
ENSG00000135750.14,3627,ENSG00000135750.14,ENSG00000135750,protein_coding,KCNK1,3775,InGen,14.78022666,6,"c(""ENST00000366621.7""; ""ENST00000472190.5""; ""ENST00000366620.5""; ""ENST00000487728.1""; ""ENST00000446915.1""; ""ENST00000472869.1"")",TRUE,-0.064825412,6.198517705,-3.681735916,0.000267541,0.037831494,-0.225456438,DLPFC,gene
ENSG00000273367.1,626,ENSG00000273367.1,ENSG00000273367,antisense,,NA,InGen,3.8013523,1,ENST00000610233.1,TRUE,-0.119372961,1.782663211,-3.204755827,0.001473879,0.080563316,-1.22918701,DLPFC,gene
ENSG00000185220.11,3651,ENSG00000185220.11,ENSG00000185220,protein_coding,PGBD2,267002,InGen,1.143940008,3,"c(""ENST00000355360.8""; ""ENST00000329291.5""; ""ENST00000462488.1"")",TRUE,-0.100504872,2.409968492,-3.805559148,0.000166505,0.030862174,0.653511859,DLPFC,gene
ENSG00000184731.5,3968,ENSG00000184731.5,ENSG00000184731,protein_coding,FAM110C,642273,InGen,1.703557329,3,"c(""ENST00000327669.4""; ""ENST00000460464.1""; ""ENST00000461026.1"")",TRUE,0.115081263,3.125703275,3.438814541,0.000653487,0.054609351,-0.660253618,DLPFC,gene
ENSG00000189292.15,2191,ENSG00000189292.15,ENSG00000189292,protein_coding,FAM150B,285016,InGen,0.407364129,8,"c(""ENST00000403610.8""; ""ENST00000401503.5""; ""ENST00000405290.5""; ""ENST00000401489.6""; ""ENST00000619265.4""; ""ENST00000344414.9""; ""ENST00000452023.1""; ""ENST00000463919.1"")",TRUE,0.294827477,-0.766580395,4.423295034,1.29E-05,0.007850819,2.357808134,DLPFC,gene
ENSG00000032389.12,5775,ENSG00000032389.12,ENSG00000032389,protein_coding,TSSC1,7260,InGen,3.752240628,14,"c(""ENST00000478754.5""; ""ENST00000398659.8""; ""ENST00000382125.8""; ""ENST00000496433.5""; ""ENST00000455162.5""; ""ENST00000441271.1""; ""ENST00000463662.5""; ""ENST00000482570.5""; ""ENST00000435721.5""; ""ENST00000470625.1""; ""ENST00000443925.6""; ""ENST00000406835.6""; ""ENST00000462515.1""; ""ENST00000444776.1"")",TRUE,0.045039121,4.730618313,3.670598449,0.000279025,0.038288811,-0.110829863,DLPFC,gene
ENSG00000260837.1,1553,ENSG00000260837.1,ENSG00000260837,lincRNA,,NA,InGen,9.611891178,1,ENST00000569008.1,TRUE,-0.052762851,4.533842783,-3.416469086,0.000707667,0.056825442,-0.939002347,DLPFC,gene
ENSG00000115756.12,6237,ENSG00000115756.12,ENSG00000115756,protein_coding,HPCAL1,3241,InGen,5.56926444,8,"c(""ENST00000423674.5""; ""ENST00000307845.7""; ""ENST00000381765.7""; ""ENST00000419810.6""; ""ENST00000622018.4""; ""ENST00000613496.4""; ""ENST00000620771.4""; ""ENST00000422133.1"")",TRUE,0.113213727,5.600303174,4.181014523,3.66E-05,0.016098783,1.683777715,DLPFC,gene
ENSG00000143882.10,3406,ENSG00000143882.10,ENSG00000143882,protein_coding,ATP6V1C2,245973,InGen,0.374983596,4,"c(""ENST00000272238.8""; ""ENST00000381661.3""; ""ENST00000635370.1""; ""ENST00000480289.1"")",TRUE,0.368049935,-0.233826191,4.312862675,2.09E-05,0.011197488,2.201375004,DLPFC,gene
ENSG00000163032.11,3833,ENSG00000163032.11,ENSG00000163032,protein_coding,VSNL1,7447,InGen,121.0514696,6,"c(""ENST00000404666.6""; ""ENST00000457525.5""; ""ENST00000295156.8""; ""ENST00000451533.5""; ""ENST00000483921.1""; ""ENST00000406397.1"")",TRUE,-0.067679782,9.593790894,-3.185099476,0.001574732,0.081416241,-2.106941082,DLPFC,gene
ENSG00000084676.15,8633,ENSG00000084676.15,ENSG00000084676,protein_coding,NCOA1,8648,InGen,23.12920469,11,"c(""ENST00000496333.5""; ""ENST00000406961.5""; ""ENST00000469850.5""; ""ENST00000405141.5""; ""ENST00000407230.5""; ""ENST00000483904.5""; ""ENST00000288599.9""; ""ENST00000348332.7""; ""ENST00000395856.3""; ""ENST00000486198.1""; ""ENST00000493773.1"")",TRUE,0.031329031,7.754272922,3.394630635,0.000764644,0.059463727,-1.321938787,DLPFC,gene
ENSG00000021574.11,5213,ENSG00000021574.11,ENSG00000021574,protein_coding,SPAST,6683,InGen,11.40138097,4,"c(""ENST00000345662.5""; ""ENST00000615843.4""; ""ENST00000315285.7""; ""ENST00000621856.1"")",TRUE,-0.034574571,5.912164543,-3.089573158,0.002162059,0.092694029,-2.125535796,DLPFC,gene
ENSG00000150938.9,7122,ENSG00000150938.9,ENSG00000150938,protein_coding,CRIM1,51232,InGen,12.21798414,8,"c(""ENST00000280527.6""; ""ENST00000426856.1""; ""ENST00000428774.1""; ""ENST00000473403.5""; ""ENST00000477491.5""; ""ENST00000497236.1""; ""ENST00000481321.1""; ""ENST00000413985.1"")",TRUE,0.067659463,6.815946393,3.904685926,0.000112861,0.026721883,0.526122943,DLPFC,gene
ENSG00000115808.11,8345,ENSG00000115808.11,ENSG00000115808,protein_coding,STRN,6801,InGen,12.0580433,3,"c(""ENST00000263918.8""; ""ENST00000379213.3""; ""ENST00000495595.1"")",TRUE,-0.053724092,6.906987154,-3.288852912,0.001106294,0.070471192,-1.598077226,DLPFC,gene
ENSG00000232973.11,7447,ENSG00000232973.11,ENSG00000232973,antisense,CYP1B1-AS1,285154,InGen,0.529803158,35,"c(""ENST00000628232.2""; ""ENST00000629719.2""; ""ENST00000628135.2""; ""ENST00000620177.4""; ""ENST00000626582.2""; ""ENST00000628580.2""; ""ENST00000630542.2""; ""ENST00000629439.2""; ""ENST00000627992.2""; ""ENST00000629773.2""; ""ENST00000629547.2""; ""ENST00000589303.5""; ""ENST00000630623.2""; ""ENST00000628097.2""; ""ENST00000626865.2""; ""ENST00000628165.2""; ""ENST00000626166.2""; ""ENST00000630658.2""; ""ENST00000627172.2""; ""ENST00000626718.2""; ""ENST00000427168.6""; ""ENST00000626456.2""; ""ENST00000603809.5""; ""ENST00000593090.5""; 
""ENST00000628238.2""; ""ENST00000625348.2""; ""ENST00000413828.3""; ""ENST00000609565.5""; ""ENST00000610024.5""; ""ENST00000609128.5""; ""ENST00000610172.5""; ""ENST00000606100.5""; ""ENST00000606849.5""; ""ENST00000612373.4""; ""ENST00000585654.1"")",TRUE,0.1649463,2.532709676,3.729529959,0.000223126,0.035265431,0.374246268,DLPFC,gene
ENSG00000057935.13,10580,ENSG00000057935.13,ENSG00000057935,protein_coding,MTA3,57504,InGen,8.192349148,19,"c(""ENST00000405592.5""; ""ENST00000406652.5""; ""ENST00000484780.5""; ""ENST00000461256.5""; ""ENST00000407270.7""; ""ENST00000454356.5""; ""ENST00000406911.5""; ""ENST00000409019.5""; ""ENST00000430763.5""; ""ENST00000405094.1""; ""ENST00000433553.5""; ""ENST00000493983.1""; ""ENST00000491314.1""; ""ENST00000490611.1""; ""ENST00000472767.5""; ""ENST00000475383.5""; ""ENST00000482875.5""; ""ENST00000467925.5""; ""ENST00000478602.1"")",TRUE,0.044079269,6.752407453,3.772354356,0.000189323,0.032867537,0.047688228,DLPFC,gene
ENSG00000180398.11,5994,ENSG00000180398.11,ENSG00000180398,protein_coding,MCFD2,90411,InGen,16.51239728,17,"c(""ENST00000444761.6""; ""ENST00000409105.5""; ""ENST00000409913.5""; ""ENST00000319466.8""; ""ENST00000409800.5""; ""ENST00000493804.1""; ""ENST00000409207.5""; ""ENST00000470873.1""; ""ENST00000409973.5""; ""ENST00000409147.1""; ""ENST00000409218.5""; ""ENST00000412438.5""; ""ENST00000434262.1""; ""ENST00000477791.5""; ""ENST00000479225.1""; ""ENST00000417180.1""; ""ENST00000487121.1"")",TRUE,0.056050631,6.867827431,3.555045356,0.000428897,0.045591528,-0.722073108,DLPFC,gene
ENSG00000170802.15,5481,ENSG00000170802.15,ENSG00000170802,protein_coding,FOXN2,3344,InGen,8.458164824,3,"c(""ENST00000413569.5""; ""ENST00000340553.7""; ""ENST00000616844.1"")",TRUE,-0.09949621,5.674181218,-3.680104382,0.000269195,0.037831494,-0.18414028,DLPFC,gene
ENSG00000170634.12,4964,ENSG00000170634.12,ENSG00000170634,protein_coding,ACYP2,98,InGen,5.038197275,9,"c(""ENST00000606082.5""; ""ENST00000458030.3""; ""ENST00000607452.5""; ""ENST00000422521.2""; ""ENST00000406041.5""; ""ENST00000303536.8""; ""ENST00000394666.7""; ""ENST00000494922.6""; ""ENST00000606865.1"")",TRUE,-0.067053541,5.057970664,-4.676275517,4.15E-06,0.004265893,3.794620005,DLPFC,gene
ENSG00000115306.15,18504,ENSG00000115306.15,ENSG00000115306,protein_coding,SPTBN1,6711,InGen,81.30341466,7,"c(""ENST00000356805.8""; ""ENST00000615901.4""; ""ENST00000389980.7""; ""ENST00000602898.1""; ""ENST00000333896.5""; ""ENST00000496323.1""; ""ENST00000467371.1"")",TRUE,0.031379595,10.82741953,3.191987866,0.001538684,0.081368005,-2.162493842,DLPFC,gene
ENSG00000055813.5,3982,ENSG00000055813.5,ENSG00000055813,protein_coding,CCDC85A,114800,InGen,4.009917022,1,ENST00000407595.2,TRUE,0.069005262,4.508004159,3.52391026,0.000480648,0.04896259,-0.582355443,DLPFC,gene
ENSG00000119866.20,8375,ENSG00000119866.20,ENSG00000119866,protein_coding,BCL11A,53335,InGen,5.517070926,11,"c(""ENST00000356842.8""; ""ENST00000359629.9""; ""ENST00000489516.6""; ""ENST00000479026.1""; ""ENST00000631857.1""; ""ENST00000492272.5""; ""ENST00000335712.10""; ""ENST00000477659.1""; ""ENST00000358510.5""; ""ENST00000409351.4""; ""ENST00000489183.1"")",TRUE,-0.078132281,5.330205897,-3.319514534,0.000994938,0.06738246,-1.354692756,DLPFC,gene
ENSG00000143995.19,10934,ENSG00000143995.19,ENSG00000143995,protein_coding,MEIS1,4211,InGen,1.300425529,17,"c(""ENST00000496248.5""; ""ENST00000560281.6""; ""ENST00000491706.5""; ""ENST00000272369.13""; ""ENST00000488550.5""; ""ENST00000490726.2""; ""ENST00000398506.6""; ""ENST00000495021.6""; ""ENST00000409622.5""; ""ENST00000437869.1""; ""ENST00000466811.2""; ""ENST00000498705.5""; ""ENST00000606455.5""; ""ENST00000475239.5""; ""ENST00000409517.5""; ""ENST00000542964.5""; ""ENST00000450027.2"")",TRUE,-0.120025668,3.887843633,-3.484259678,0.000555035,0.051530248,-0.619773273,DLPFC,gene
ENSG00000221823.10,3363,ENSG00000221823.10,ENSG00000221823,protein_coding,PPP3R1,5534,InGen,68.01589797,3,"c(""ENST00000234310.7""; ""ENST00000409752.5""; ""ENST00000409377.1"")",TRUE,-0.044465083,8.123617702,-3.483767768,0.000556022,0.051530248,-1.050938461,DLPFC,gene
ENSG00000168894.9,1220,ENSG00000168894.9,ENSG00000168894,protein_coding,RNF181,51255,InGen,11.07060211,6,"c(""ENST00000461845.1""; ""ENST00000441634.5""; ""ENST00000306368.8""; ""ENST00000414390.5""; ""ENST00000443647.5""; ""ENST00000456023.1"")",TRUE,0.048749494,4.002093357,3.436848976,0.000658093,0.054623906,-0.794725798,DLPFC,gene
ENSG00000132305.20,3986,ENSG00000132305.20,ENSG00000132305,protein_coding,IMMT,10989,InGen,14.60339922,12,"c(""ENST00000254636.9""; ""ENST00000449247.6""; ""ENST00000410111.7""; ""ENST00000419070.6""; ""ENST00000442664.6""; ""ENST00000409051.6""; ""ENST00000620815.4""; ""ENST00000474969.5""; ""ENST00000490238.5""; ""ENST00000409258.2""; ""ENST00000460081.1""; ""ENST00000486633.1"")",TRUE,-0.030598304,6.194964654,-3.110465612,0.002018591,0.089820738,-2.088701955,DLPFC,gene
ENSG00000211592.8,523,ENSG00000211592.8,ENSG00000211592,IG_C_gene,IGKC,NA,InGen,1.455103632,1,ENST00000390237.2,TRUE,-0.655829176,-2.698502382,-3.291594542,0.001095884,0.070170761,-1.654125643,DLPFC,gene
ENSG00000115602.16,5746,ENSG00000115602.16,ENSG00000115602,protein_coding,IL1RL1,9173,InGen,0.401552276,9,"c(""ENST00000404917.6""; ""ENST00000233954.5""; ""ENST00000473175.1""; ""ENST00000447231.5""; ""ENST00000311734.6""; ""ENST00000463990.1""; ""ENST00000409584.5""; ""ENST00000482701.5""; ""ENST00000427077.1"")",TRUE,1.199587086,-1.17551368,4.5020506,9.13E-06,0.00682088,2.86042166,DLPFC,gene
ENSG00000144061.12,11763,ENSG00000144061.12,ENSG00000144061,protein_coding,NPHP1,4867,InGen,1.366964655,11,"c(""ENST00000316534.8""; ""ENST00000445609.6""; ""ENST00000393272.7""; ""ENST00000496524.5""; ""ENST00000461707.5""; ""ENST00000355301.8""; ""ENST00000417665.5""; ""ENST00000422492.1""; ""ENST00000493051.1""; ""ENST00000418527.1""; ""ENST00000449600.1"")",TRUE,0.097289376,4.098566058,4.615499039,5.48E-06,0.005004977,3.631789162,DLPFC,gene
ENSG00000188177.13,11803,ENSG00000188177.13,ENSG00000188177,protein_coding,ZC3H6,376940,InGen,6.500340425,4,"c(""ENST00000409871.5""; ""ENST00000343936.4""; ""ENST00000476511.1""; ""ENST00000502881.2"")",TRUE,0.039466898,6.585036472,3.061808253,0.002367257,0.097199,-2.270221469,DLPFC,gene
ENSG00000019169.10,2079,ENSG00000019169.10,ENSG00000019169,protein_coding,MARCO,8685,InGen,0.336025606,3,"c(""ENST00000327097.4""; ""ENST00000412481.1""; ""ENST00000494979.1"")",TRUE,-0.564417867,-1.725684562,-3.163075353,0.001695291,0.08375541,-1.593856695,DLPFC,gene
ENSG00000115109.13,9281,ENSG00000115109.13,ENSG00000115109,protein_coding,EPB41L5,57669,InGen,7.482929254,10,"c(""ENST00000263713.9""; ""ENST00000443902.6""; ""ENST00000331393.8""; ""ENST00000443124.5""; ""ENST00000452780.1""; ""ENST00000466241.1""; ""ENST00000489017.5""; ""ENST00000461128.1""; ""ENST00000495030.1""; ""ENST00000488691.1"")",TRUE,0.05559016,6.401900781,4.013798782,7.29E-05,0.022099458,0.967300545,DLPFC,gene
ENSG00000121989.14,6770,ENSG00000121989.14,ENSG00000121989,protein_coding,ACVR2A,92,InGen,7.748142477,7,"c(""ENST00000487959.5""; ""ENST00000241416.11""; ""ENST00000535787.5""; ""ENST00000462659.1""; ""ENST00000404590.1""; ""ENST00000465329.1""; ""ENST00000495775.1"")",TRUE,0.046048094,5.625961885,3.425221944,0.000685963,0.05627313,-1.04849326,DLPFC,gene
ENSG00000153234.13,3967,ENSG00000153234.13,ENSG00000153234,protein_coding,NR4A2,4929,InGen,4.377443553,10,"c(""ENST00000339562.8""; ""ENST00000426264.5""; ""ENST00000409572.5""; ""ENST00000417764.5""; ""ENST00000417972.5""; ""ENST00000409108.6""; ""ENST00000429376.5""; ""ENST00000406048.2""; ""ENST00000424077.1""; ""ENST00000421709.1"")",TRUE,-0.25336894,3.6594986,-4.039249296,6.57E-05,0.022099458,1.376462161,DLPFC,gene
ENSG00000115183.13,14921,ENSG00000115183.13,ENSG00000115183,protein_coding,TANC1,85461,InGen,3.262102169,6,"c(""ENST00000454300.5""; ""ENST00000263635.7""; ""ENST00000464096.1""; ""ENST00000465963.1""; ""ENST00000470074.1""; ""ENST00000496406.1"")",TRUE,-0.103776782,5.256827745,-3.345177103,0.000909845,0.063935037,-1.26569948,DLPFC,gene
ENSG00000136535.14,9600,ENSG00000136535.14,ENSG00000136535,protein_coding,TBR1,10716,InGen,6.525418516,6,"c(""ENST00000389554.7""; ""ENST00000463544.1""; ""ENST00000411412.5""; ""ENST00000410035.1""; ""ENST00000477804.5""; ""ENST00000489530.1"")",TRUE,-0.087650127,6.291467733,-3.896923819,0.000116384,0.026814106,0.540236261,DLPFC,gene
ENSG00000197635.9,5009,ENSG00000197635.9,ENSG00000197635,protein_coding,DPP4,1803,InGen,0.641572534,11,"c(""ENST00000360534.7""; ""ENST00000434918.6""; ""ENST00000491591.5""; ""ENST00000490286.5""; ""ENST00000494507.1""; ""ENST00000468903.1""; ""ENST00000416189.5""; ""ENST00000497461.5""; ""ENST00000461836.5""; ""ENST00000413651.3""; ""ENST00000628861.1"")",TRUE,-0.152845179,2.285923087,-3.731180209,0.000221724,0.035265431,0.403623134,DLPFC,gene
ENSG00000073737.16,3750,ENSG00000073737.16,ENSG00000073737,protein_coding,DHRS9,10170,InGen,0.325158971,8,"c(""ENST00000602501.5""; ""ENST00000357546.6""; ""ENST00000432060.6""; ""ENST00000428522.5""; ""ENST00000450153.1""; ""ENST00000421653.5""; ""ENST00000436483.6""; ""ENST00000412271.1"")",TRUE,-0.289359105,-0.019105253,-3.302288003,0.001056147,0.069076781,-0.938067465,DLPFC,gene
ENSG00000188452.13,4765,ENSG00000188452.13,ENSG00000188452,protein_coding,CERKL,375298,InGen,0.629619229,14,"c(""ENST00000410087.7""; ""ENST00000409440.7""; ""ENST00000374969.6""; ""ENST00000339098.9""; ""ENST00000374967.6""; ""ENST00000374970.6""; ""ENST00000452174.5""; ""ENST00000494398.5""; ""ENST00000421817.5""; ""ENST00000479558.5""; ""ENST00000466715.5""; ""ENST00000460319.5""; ""ENST00000476070.1""; ""ENST00000497337.1"")",TRUE,0.150422291,1.191571878,3.448918364,0.000630283,0.0532114,-0.468374854,DLPFC,gene
ENSG00000162992.3,3312,ENSG00000162992.3,ENSG00000162992,protein_coding,NEUROD1,4760,InGen,1.968610896,2,"c(""ENST00000496876.1""; ""ENST00000295108.3"")",TRUE,0.157399951,2.055595031,3.384299521,0.000793063,0.060704792,-0.71511033,DLPFC,gene
ENSG00000162998.4,3162,ENSG00000162998.4,ENSG00000162998,protein_coding,FRZB,2487,InGen,2.191294549,1,ENST00000295113.4,TRUE,0.176348811,2.554065148,3.339461016,0.000928191,0.064637735,-0.90115135,DLPFC,gene
ENSG00000151690.14,6031,ENSG00000151690.14,ENSG00000151690,protein_coding,MFSD6,54842,InGen,18.96801905,10,"c(""ENST00000417958.5""; ""ENST00000432036.5""; ""ENST00000392328.5""; ""ENST00000445546.1""; ""ENST00000281416.11""; ""ENST00000434582.5""; ""ENST00000489793.1""; ""ENST00000444317.1""; ""ENST00000486123.1""; ""ENST00000412482.1"")",TRUE,-0.053822374,7.240093569,-3.640552789,0.000312362,0.04011692,-0.452469305,DLPFC,gene
ENSG00000115419.12,9827,ENSG00000115419.12,ENSG00000115419,protein_coding,GLS,2744,InGen,34.54128901,15,"c(""ENST00000320717.7""; ""ENST00000338435.8""; ""ENST00000479552.1""; ""ENST00000496170.1""; ""ENST00000469774.1""; ""ENST00000417154.5""; ""ENST00000461965.5""; ""ENST00000468352.5""; ""ENST00000495444.1""; ""ENST00000409626.5""; ""ENST00000457316.5""; ""ENST00000409428.5""; ""ENST00000409215.5""; ""ENST00000412247.1""; ""ENST00000471443.1"")",TRUE,-0.042432092,8.912993375,-3.900165788,0.0001149,0.026721883,0.370215339,DLPFC,gene
ENSG00000236977.1,1069,ENSG00000236977.1,ENSG00000236977,sense_intronic,ANKRD44-IT1,101927547,InGen,2.291572553,1,ENST00000428191.1,TRUE,-0.134874075,1.175066256,-3.214945609,0.001423981,0.079508778,-1.162775627,DLPFC,gene
ENSG00000115942.8,5835,ENSG00000115942.8,ENSG00000115942,protein_coding,ORC2,4999,InGen,5.291514685,7,"c(""ENST00000234296.6""; ""ENST00000464147.1""; ""ENST00000487853.1""; ""ENST00000474877.1""; ""ENST00000467605.5""; ""ENST00000410039.5""; ""ENST00000457595.1"")",TRUE,-0.030951109,5.246926958,-3.141032546,0.001824441,0.08649254,-1.899010133,DLPFC,gene
ENSG00000003400.14,7598,ENSG00000003400.14,ENSG00000003400,protein_coding,CASP10,843,InGen,0.588343265,13,"c(""ENST00000286186.10""; ""ENST00000360132.7""; ""ENST00000460140.5""; ""ENST00000272879.9""; ""ENST00000438843.5""; ""ENST00000374650.7""; ""ENST00000346817.9""; ""ENST00000313728.11""; ""ENST00000448480.1""; ""ENST00000484926.1""; ""ENST00000492363.5""; ""ENST00000471191.1""; ""ENST00000485408.1"")",TRUE,-0.153908307,2.181745234,-3.493619799,0.000536562,0.051070726,-0.37435059,DLPFC,gene
ENSG00000114948.12,6421,ENSG00000114948.12,ENSG00000114948,protein_coding,ADAM23,8745,InGen,17.35597121,3,"c(""ENST00000264377.7""; ""ENST00000374415.7""; ""ENST00000444281.1"")",TRUE,-0.043626851,7.294423938,-3.062609654,0.002361091,0.097199,-2.320053949,DLPFC,gene
ENSG00000115361.7,4383,ENSG00000115361.7,ENSG00000115361,protein_coding,ACADL,33,InGen,0.785344854,4,"c(""ENST00000233710.3""; ""ENST00000482502.1""; ""ENST00000498120.5""; ""ENST00000482523.1"")",TRUE,0.180327328,1.751979609,4.80323301,2.30E-06,0.003155258,4.507907824,DLPFC,gene
ENSG00000115365.11,5254,ENSG00000115365.11,ENSG00000115365,protein_coding,LANCL1,10314,InGen,53.7485942,8,"c(""ENST00000443314.5""; ""ENST00000441020.7""; ""ENST00000450366.6""; ""ENST00000233714.8""; ""ENST00000431941.6""; ""ENST00000412863.1""; ""ENST00000448951.5""; ""ENST00000453956.1"")",TRUE,-0.055708877,8.518300928,-3.632021815,0.00032249,0.04011692,-0.569489238,DLPFC,gene
ENSG00000118242.15,3056,ENSG00000118242.15,ENSG00000118242,protein_coding,MREG,55686,InGen,2.602549794,5,"c(""ENST00000620139.4""; ""ENST00000263268.10""; ""ENST00000439791.5""; ""ENST00000424992.5""; ""ENST00000420348.1"")",TRUE,-0.128112788,3.475562019,-4.892581416,1.51E-06,0.002729704,4.90246462,DLPFC,gene
ENSG00000163449.10,3628,ENSG00000163449.10,ENSG00000163449,protein_coding,TMEM169,92691,InGen,3.147009687,6,"c(""ENST00000433112.5""; ""ENST00000454545.5""; ""ENST00000437356.6""; ""ENST00000295658.8""; ""ENST00000455479.5""; ""ENST00000406027.2"")",TRUE,-0.062581663,3.645061187,-3.519457156,0.000488511,0.04946655,-0.467008771,DLPFC,gene
ENSG00000278951.1,78,ENSG00000278951.1,ENSG00000278951,protein_coding,,NA,InGen,4.965950959,1,ENST00000623926.1,TRUE,0.200317545,-1.339631177,3.307383564,0.001037687,0.068897746,-1.141212679,DLPFC,gene
ENSG00000228206.2,286,ENSG00000228206.2,ENSG00000228206,processed_pseudogene,,NA,InGen,3.150664908,1,ENST00000448918.2,TRUE,0.13858388,-0.287159197,3.05692651,0.002405135,0.097199,-1.613331538,DLPFC,gene
ENSG00000135932.10,5360,ENSG00000135932.10,ENSG00000135932,protein_coding,CAB39,51719,InGen,24.7460581,7,"c(""ENST00000258418.9""; ""ENST00000410084.7""; ""ENST00000409788.7""; ""ENST00000614925.1""; ""ENST00000484398.1""; ""ENST00000478152.1""; ""ENST00000493540.1"")",TRUE,-0.034951647,7.485210519,-3.474832474,0.00057424,0.052236758,-1.035974761,DLPFC,gene
ENSG00000168918.13,8681,ENSG00000168918.13,ENSG00000168918,protein_coding,INPP5D,3635,InGen,1.653110794,14,"c(""ENST00000359570.9""; ""ENST00000451407.4""; ""ENST00000445964.5""; ""ENST00000467393.5""; ""ENST00000474278.2""; ""ENST00000496402.2""; ""ENST00000415617.5""; ""ENST00000493078.1""; ""ENST00000472517.1""; ""ENST00000493632.5""; ""ENST00000480983.1""; ""ENST00000465281.1""; ""ENST00000417661.1""; ""ENST00000491070.1"")",TRUE,-0.17875336,3.787662384,-3.740450956,0.000214002,0.034937642,0.270230855,DLPFC,gene
