Disease,Disease_id,Gene,Gene_id,UniProt,Gene_Full_Name,Protein_Class,N_diseases_g,DSI_g,DPI_g,pLI,Score_gda,EL_gda,EI_gda,N_PMIDs,N_SNPs_gda,First_Ref,Last_Ref
Autism Spectrum Disorders,C1510586,ASMT,438,P46597,acetylserotonin O-methyltransferase,,27,0.691,0.346,1.2722E-20,0.08,,1,8,2,2008,2017
Autism Spectrum Disorders,C1510586,NUFIP2,57532,Q7Z417,nuclear FMR1 interacting protein 2,,58,0.641,0.577,0.99891,0.08,,1,8,0,2006,2019
Autism Spectrum Disorders,C1510586,CHAT,1103,P28329,choline O-acetyltransferase,Enzyme,230,0.52,0.808,5.6328E-11,0.07,,1,7,0,2017,2019
Autism Spectrum Disorders,C1510586,CNTN4,152330,Q8IWV2,contactin 4,Receptor,58,0.653,0.577,3.3013E-06,0.07,,1,7,1,2008,2020
Autism Spectrum Disorders,C1510586,IL4,3565,P05112,interleukin 4,,996,0.332,0.962,0.0047372,0.07,,1,7,0,2001,2019
Autism Spectrum Disorders,C1510586,MAOA,4128,P21397,monoamine oxidase A,,300,0.465,0.769,0.99928,0.07,,1,7,4,2009,2018
Autism Spectrum Disorders,C1510586,MBD5,55777,Q9P267,methyl-CpG binding domain protein 5,,120,0.581,0.808,1,0.07,,1,7,1,2011,2017
Autism Spectrum Disorders,C1510586,VDR,7421,P11473,vitamin D receptor,Nuclear receptor,852,0.352,0.885,0.000016787,0.07,,1,7,2,2015,2020
Autism Spectrum Disorders,C1510586,TPH2,121278,Q8IWU9,tryptophan hydroxylase 2,,137,0.546,0.654,2.5364E-07,0.06,,1,6,3,2010,2019
Autism Spectrum Disorders,C1510586,DRD3,1814,P35462,dopamine receptor D3,G-protein coupled receptor,199,0.529,0.692,0.0023694,0.06,,1,6,1,2009,2015
Autism Spectrum Disorders,C1510586,ELK3,2004,P41970,ETS transcription factor ELK3,Transcription factor,220,0.49,0.846,0.083508,0.06,,1,6,0,2018,2019
Autism Spectrum Disorders,C1510586,FOXC1,2296,Q12948,forkhead box C1,Transcription factor,242,0.483,0.846,0.95337,0.06,,0.833,6,0,2008,2019
Autism Spectrum Disorders,C1510586,CXCL8,3576,P10145,C-X-C motif chemokine ligand 8,Signaling,1254,0.31,0.962,0.00027377,0.06,,1,6,0,2001,2019
Autism Spectrum Disorders,C1510586,IL18,3606,Q14116,interleukin 18,,750,0.365,0.923,0.030717,0.06,,1,6,0,2001,2019
Autism Spectrum Disorders,C1510586,PIK3CA,5290,P42336,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha",Kinase,1511,0.292,0.923,1,0.06,,1,6,0,2009,2019
Autism Spectrum Disorders,C1510586,PITX2,5308,Q99697,paired like homeodomain 2,,248,0.489,0.808,0.97618,0.06,,0.833,6,0,2004,2018
Autism Spectrum Disorders,C1510586,PSD,5662,A5PKW4,pleckstrin and Sec7 domain containing,,59,0.626,0.654,0.90358,0.06,,1,6,0,2014,2019
Autism Spectrum Disorders,C1510586,PVALB,5816,P20472,parvalbumin,Calcium-binding protein,148,0.547,0.692,0.086602,0.06,,1,6,0,2017,2019
Autism Spectrum Disorders,C1510586,KIRREL3,84623,Q8IZU9,kirre like nephrin family adhesion molecule 3,,19,0.821,0.269,0.96992,0.06,,1,6,0,2012,2018
Autism Spectrum Disorders,C1510586,EBPL,84650,Q9BY08,EBP like,Enzyme,76,0.615,0.577,0.000078199,0.06,,1,6,0,2018,2019
Autism Spectrum Disorders,C1510586,SLC25A12,8604,O75746,solute carrier family 25 member 12,Transporter,34,0.711,0.462,0.21604,0.06,,1,6,2,2008,2017
Autism Spectrum Disorders,C1510586,FOXP2,93986,O15409,forkhead box P2,,165,0.545,0.808,0.99994,0.06,,1,6,4,2010,2019
Autism Spectrum Disorders,C1510586,COMT,1312,P21964,catechol-O-methyltransferase,Enzyme,622,0.4,0.923,1.1377E-06,0.05,,1,5,4,2013,2020
Autism Spectrum Disorders,C1510586,DYRK1A,1859,Q13627,dual specificity tyrosine phosphorylation regulated kinase 1A,Kinase,212,0.533,0.769,0.99967,0.05,,1,5,0,2012,2018
Autism Spectrum Disorders,C1510586,NLGN1,22871,Q8N2Q7,neuroligin 1,,32,0.705,0.385,0.85276,0.05,,1,5,2,2005,2019
Autism Spectrum Disorders,C1510586,CADM1,23705,Q9BY67,cell adhesion molecule 1,,205,0.491,0.769,0.66216,0.05,,1,5,1,2008,2019
Autism Spectrum Disorders,C1510586,GRM7,2917,Q14831,glutamate metabotropic receptor 7,G-protein coupled receptor,77,0.628,0.538,0.99896,0.05,,1,5,2,2013,2019
Autism Spectrum Disorders,C1510586,HTC2,3342,,"hypertrichosis 2 (generalized, congenital)",,511,0.392,0.808,,0.05,,1,5,0,2005,2018
Autism Spectrum Disorders,C1510586,IL1A,3552,P01583,interleukin 1 alpha,,1002,0.333,0.962,0.0001602,0.05,,1,5,0,2016,2019
Autism Spectrum Disorders,C1510586,PRKN,5071,O60260,parkin RBR E3 ubiquitin protein ligase,Enzyme,409,0.431,0.846,6.9346E-07,0.05,,1,5,0,2011,2019
Autism Spectrum Disorders,C1510586,PIK3CB,5291,P42338,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",Kinase,1083,0.322,0.885,0.99964,0.05,,1,5,0,2009,2019
Autism Spectrum Disorders,C1510586,PIK3CD,5293,O00329,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta",Kinase,1119,0.319,0.885,0.99999,0.05,,1,5,0,2009,2019
Autism Spectrum Disorders,C1510586,PIK3CG,5294,P48736,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma",Kinase,1101,0.32,0.885,1.4076E-06,0.05,,1,5,0,2009,2019
Autism Spectrum Disorders,C1510586,TGFB1,7040,P01137,transforming growth factor beta 1,Signaling,1558,0.287,0.962,0.03685,0.05,,1,5,0,2018,2019
Autism Spectrum Disorders,C1510586,CACNA1C,775,Q13936,calcium voltage-gated channel subunit alpha1 C,Ion channel,225,0.51,0.846,1,0.05,,1,5,1,2011,2019
Autism Spectrum Disorders,C1510586,CACNA1D,776,Q01668,calcium voltage-gated channel subunit alpha1 D,Ion channel,116,0.582,0.577,1,0.05,,1,5,1,2015,2018
Autism Spectrum Disorders,C1510586,TBL1XR1,79718,Q9BZK7,TBL1X receptor 1,,195,0.534,0.808,0.99995,0.05,,1,5,0,2012,2017
Autism Spectrum Disorders,C1510586,CARS1,833,P49589,cysteinyl-tRNA synthetase 1,Enzyme,28,0.722,0.538,0.00040314,0.05,,0.8,5,1,2015,2020
Autism Spectrum Disorders,C1510586,GPHN,10243,Q9NQX3,gephyrin,,104,0.608,0.538,0.99998,0.04,,1,4,1,2013,2019
Autism Spectrum Disorders,C1510586,PHB2,11331,Q99623,prohibitin 2,,107,0.558,0.769,0.0039339,0.04,,0.75,4,0,2015,2019
Autism Spectrum Disorders,C1510586,CHRNA4,1137,P43681,cholinergic receptor nicotinic alpha 4 subunit,Ion channel,248,0.492,0.808,0.000085474,0.04,,1,4,0,2012,2019
Autism Spectrum Disorders,C1510586,CHRNA7,1139,P36544;Q494W8,cholinergic receptor nicotinic alpha 7 subunit,Ion channel,172,0.532,0.654,0.00041549,0.04,,0.75,4,0,2012,2016
Autism Spectrum Disorders,C1510586,CRP,1401,P02741,C-reactive protein,,1483,0.299,0.962,0.0036969,0.04,,1,4,0,2001,2019
Autism Spectrum Disorders,C1510586,CYP1B1,1545,Q16678,cytochrome P450 family 1 subfamily B member 1,Enzyme,304,0.457,0.769,0.000022024,0.04,,1,4,1,2006,2019
Autism Spectrum Disorders,C1510586,CYP2D6,1565,P10635,cytochrome P450 family 2 subfamily D member 6,,432,0.437,0.885,1.0793E-25,0.04,,1,4,0,2007,2017
Autism Spectrum Disorders,C1510586,ESCO2,157570,Q56NI9,establishment of sister chromatid cohesion N-acetyltransferase 2,,124,0.581,0.615,3.1642E-07,0.04,,1,4,0,2018,2019
Autism Spectrum Disorders,C1510586,CYP11B2,1585,P19099,cytochrome P450 family 11 subfamily B member 2,,142,0.553,0.615,7.1321E-19,0.04,,1,4,0,2004,2019
Autism Spectrum Disorders,C1510586,DRD2,1813,P14416,dopamine receptor D2,G-protein coupled receptor,437,0.436,0.846,0.74709,0.04,,1,4,0,2010,2016
Autism Spectrum Disorders,C1510586,DRD4,1815,P21917,dopamine receptor D4,G-protein coupled receptor,189,0.517,0.577,9.3362E-09,0.04,,1,4,0,2010,2019
Autism Spectrum Disorders,C1510586,ELAVL2,1993,Q12926,ELAV like RNA binding protein 2,,199,0.486,0.808,0.99514,0.04,,1,4,0,2015,2020
Autism Spectrum Disorders,C1510586,AKT1,207,P31749,AKT serine/threonine kinase 1,Kinase,1250,0.311,0.962,0.9759,0.04,,1,4,0,2017,2019
Autism Spectrum Disorders,C1510586,ESR2,2100,Q92731,estrogen receptor 2,Nuclear receptor,528,0.4,0.923,4.4516E-08,0.04,,0.75,4,1,2017,2018
Autism Spectrum Disorders,C1510586,AFF2,2334,P51816,AF4/FMR2 family member 2,Transcription factor,66,0.636,0.538,0.99577,0.04,,1,4,0,2012,2015
Autism Spectrum Disorders,C1510586,GREM1,26585,O60565,"gremlin 1, DAN family BMP antagonist",,179,0.508,0.808,0.47436,0.04,,1,4,0,2016,2019
Autism Spectrum Disorders,C1510586,GRIN2A,2903,Q12879,glutamate ionotropic receptor NMDA type subunit 2A,Ion channel,212,0.522,0.808,0.99998,0.04,,1,4,0,2011,2019
Autism Spectrum Disorders,C1510586,NRG1,3084,Q02297,neuregulin 1,Signaling,304,0.464,0.885,0.99665,0.04,,1,4,1,2015,2018
Autism Spectrum Disorders,C1510586,HOXA1,3198,P49639,homeobox A1,,95,0.575,0.769,0.28514,0.04,,1,4,1,2000,2012
Autism Spectrum Disorders,C1510586,IFNG,3458,P01579,interferon gamma,,1519,0.288,0.962,0.47156,0.04,,1,4,0,2009,2020
Autism Spectrum Disorders,C1510586,PAX6,5080,P26367,paired box 6,,340,0.45,0.769,0.99975,0.04,,1,4,0,2006,2019
Autism Spectrum Disorders,C1510586,CNTN5,53942,O94779,contactin 5,,34,0.695,0.462,0.000061963,0.04,,1,4,0,2011,2018
Autism Spectrum Disorders,C1510586,CHD7,55636,Q9P2D1,chromodomain helicase DNA binding protein 7,,419,0.441,0.846,1,0.04,,1,4,0,2012,2019
Autism Spectrum Disorders,C1510586,PRL,5617,P01236,prolactin,Signaling,506,0.406,0.885,2.9015E-07,0.04,,1,4,0,2008,2018
Autism Spectrum Disorders,C1510586,PTGS2,5743,P35354,prostaglandin-endoperoxide synthase 2,Enzyme,1234,0.314,0.962,0.99597,0.04,,1,4,1,2008,2019
Autism Spectrum Disorders,C1510586,SLC12A5,57468,Q9H2X9,solute carrier family 12 member 5,Transporter,135,0.57,0.654,1,0.04,,1,4,0,2017,2019
Autism Spectrum Disorders,C1510586,CCL2,6347,P13500,C-C motif chemokine ligand 2,Signaling,1157,0.321,0.962,0.60786,0.04,,1,4,0,2011,2019
Autism Spectrum Disorders,C1510586,SIL1,64374,Q9H173,SIL1 nucleotide exchange factor,,115,0.584,0.731,0.012265,0.04,,0.75,4,0,2015,2019
Autism Spectrum Disorders,C1510586,CAPS2,84698,Q9BXY5,calcyphosine 2,,11,0.839,0.077,6.0736E-24,0.04,,1,4,0,2013,2017
Autism Spectrum Disorders,C1510586,CASK,8573,O14936,calcium/calmodulin dependent serine protein kinase,Kinase,193,0.538,0.808,1,0.04,,1,4,0,2014,2018
Autism Spectrum Disorders,C1510586,SYNGAP1,8831,Q96PV0,synaptic Ras GTPase activating protein 1,Enzyme modulator,145,0.584,0.577,1,0.04,,1,4,0,2009,2019
Autism Spectrum Disorders,C1510586,SEMA5A,9037,Q13591,semaphorin 5A,,85,0.61,0.731,0.000015403,0.04,,1,4,0,2013,2019
Autism Spectrum Disorders,C1510586,CLOCK,9575,O15516,clock circadian regulator,,309,0.463,0.885,0.99957,0.04,,1,4,0,2017,2019
Autism Spectrum Disorders,C1510586,CDH13,1012,P55290,cadherin 13,,205,0.501,0.846,0.0007058,0.03,,1,3,1,2010,2018
Autism Spectrum Disorders,C1510586,ERICD,104355217,,E2F1-regulated inhibitor of cell death,,36,0.691,0.654,,0.03,,1,3,0,2017,2020
Autism Spectrum Disorders,C1510586,CDX2,1045,Q99626,caudal type homeobox 2,Transcription factor,278,0.458,0.769,0.52887,0.03,,1,3,0,2015,2018
Autism Spectrum Disorders,C1510586,SLCO6A1,133482,Q86UG4,solute carrier organic anion transporter family member 6A1,Transporter,449,0.412,0.885,2.8807E-11,0.03,,1,3,0,2014,2019
Autism Spectrum Disorders,C1510586,CPB2,1361,Q96IY4,carboxypeptidase B2,Enzyme,148,0.536,0.846,2.7076E-17,0.03,,1,3,0,2018,2020
Autism Spectrum Disorders,C1510586,CS,1431,O75390,citrate synthase,Enzyme,87,0.59,0.654,0.98402,0.03,,1,3,0,2017,2017
Autism Spectrum Disorders,C1510586,DNMT1,1786,P26358,DNA methyltransferase 1,Epigenetic regulator,496,0.406,0.885,1,0.03,,1,3,2,2019,2019
Autism Spectrum Disorders,C1510586,EGF,1950,P01133,epidermal growth factor,,774,0.357,0.923,8.5294E-17,0.03,,1,3,0,2008,2017
Autism Spectrum Disorders,C1510586,ESR1,2099,P03372,estrogen receptor 1,Nuclear receptor,1101,0.324,0.962,0.9992,0.03,,1,3,1,2017,2018
Autism Spectrum Disorders,C1510586,TRIM32,22954,Q13049,tripartite motif containing 32,,113,0.587,0.769,0.0016684,0.03,,1,3,0,2011,2019
Autism Spectrum Disorders,C1510586,ARHGEF9,23229,O43307,Cdc42 guanine nucleotide exchange factor 9,Enzyme modulator,38,0.691,0.385,0.9989,0.03,,1,3,0,2013,2019
Autism Spectrum Disorders,C1510586,SYNM,23336,O15061,synemin,,93,0.575,0.731,3.0339E-24,0.03,,1,3,0,2017,2019
Autism Spectrum Disorders,C1510586,FOLR1,2348,P15328,folate receptor alpha,,174,0.522,0.885,0.12642,0.03,,1,3,0,2016,2017
Autism Spectrum Disorders,C1510586,GAD1,2571,Q99259,glutamate decarboxylase 1,Enzyme,245,0.486,0.885,0.046164,0.03,,1,3,0,2011,2017
Autism Spectrum Disorders,C1510586,AUTS2,26053,Q8WXX7,activator of transcription and developmental regulator AUTS2,,149,0.569,0.846,0.99934,0.03,,1,3,0,2014,2019
Autism Spectrum Disorders,C1510586,GFAP,2670,P14136,glial fibrillary acidic protein,,447,0.421,0.885,1.4601E-06,0.03,,1,3,0,2015,2018
Autism Spectrum Disorders,C1510586,CNTN6,27255,Q9UQ52,contactin 6,Receptor,36,0.678,0.462,9.0232E-31,0.03,,1,3,0,2017,2020
Autism Spectrum Disorders,C1510586,GLO1,2739,Q04760,glyoxalase I,,137,0.537,0.769,9.6718E-07,0.03,,1,3,4,2008,2015
Autism Spectrum Disorders,C1510586,ANK3,288,Q12955,ankyrin 3,,106,0.578,0.654,1,0.03,,1,3,0,2012,2017
Autism Spectrum Disorders,C1510586,GRIA2,2891,P42262,glutamate ionotropic receptor AMPA type subunit 2,Ion channel,110,0.573,0.692,0.99916,0.03,,1,3,0,2018,2019
Autism Spectrum Disorders,C1510586,GRIK2,2898,Q13002,glutamate ionotropic receptor kainate type subunit 2,Ion channel,130,0.561,0.769,0.99841,0.03,,1,3,1,2007,2019
Autism Spectrum Disorders,C1510586,SETD2,29072,Q9BYW2,"SET domain containing 2, histone lysine methyltransferase",Epigenetic regulator,447,0.424,0.846,1,0.03,,1,3,0,2015,2018
Autism Spectrum Disorders,C1510586,GSTP1,2950,P09211,glutathione S-transferase pi 1,,610,0.383,0.923,0.014155,0.03,,1,3,1,2014,2019
Autism Spectrum Disorders,C1510586,HGF,3082,P14210,hepatocyte growth factor,Enzyme,671,0.374,0.885,0.99947,0.03,,1,3,0,2007,2019
Autism Spectrum Disorders,C1510586,HLA-DRB1,3123,P01911,"major histocompatibility complex, class II, DR beta 1",Immune response,1018,0.333,0.923,0.0010997,0.03,,1,3,0,2001,2018
Autism Spectrum Disorders,C1510586,APBA2,321,Q99767,amyloid beta precursor protein binding family A member 2,Transporter,31,0.7,0.385,0.74272,0.03,,1,3,1,2009,2019
Autism Spectrum Disorders,C1510586,HP,3240,P00738,haptoglobin,Enzyme,464,0.412,0.885,0.00001736,0.03,,0.667,3,0,2017,2018
Autism Spectrum Disorders,C1510586,IGF1,3479,P05019,insulin like growth factor 1,,1206,0.318,0.885,0.2716,0.03,,1,3,0,2017,2017
Autism Spectrum Disorders,C1510586,IL5,3567,P05113,interleukin 5,,359,0.437,0.846,0.0056529,0.03,,1,3,0,2018,2019
Autism Spectrum Disorders,C1510586,AR,367,P10275,androgen receptor,Nuclear receptor,854,0.351,0.846,0.98837,0.03,,1,3,0,2009,2017
Autism Spectrum Disorders,C1510586,GSTK1,373156,Q9Y2Q3,glutathione S-transferase kappa 1,,445,0.412,0.885,1.9374E-06,0.03,,1,3,0,2014,2019
Autism Spectrum Disorders,C1510586,KCNJ10,3766,P78508,potassium inwardly rectifying channel subfamily J member 10,Ion channel,95,0.599,0.654,0.1502,0.03,,1,3,1,2011,2019
Autism Spectrum Disorders,C1510586,MAOB,4129,P27338,monoamine oxidase B,,152,0.533,0.808,0.99903,0.03,,1,3,2,2011,2019
Autism Spectrum Disorders,C1510586,NGF,4803,P01138,nerve growth factor,Signaling,616,0.391,0.885,0.82026,0.03,,1,3,0,2013,2018
Autism Spectrum Disorders,C1510586,OXT,5020,P01178,oxytocin/neurophysin I prepropeptide,Signaling,135,0.615,0.423,0.71197,0.03,,1,3,0,2016,2018
Autism Spectrum Disorders,C1510586,PAFAH1B1,5048,P43034,platelet activating factor acetylhydrolase 1b regulatory subunit 1,,219,0.504,0.769,0.99995,0.03,,1,3,0,2011,2013
Autism Spectrum Disorders,C1510586,WWOX,51741,Q9NZC7,WW domain containing oxidoreductase,Enzyme,356,0.453,0.808,1.2376E-15,0.03,,1,3,0,2016,2019
Autism Spectrum Disorders,C1510586,MAGEL2,54551,Q9UJ55,MAGE family member L2,Cell adhesion,184,0.56,0.654,0.97506,0.03,,1,3,0,2013,2018
Autism Spectrum Disorders,C1510586,CC2D1A,54862,Q6P1N0,coiled-coil and C2 domain containing 1A,,72,0.628,0.462,0.0084599,0.03,,1,3,0,2016,2019
Autism Spectrum Disorders,C1510586,SETD5,55209,Q9C0A6,SET domain containing 5,,161,0.56,0.731,0.99997,0.03,,1,3,0,2018,2019
Autism Spectrum Disorders,C1510586,PCDH19,57526,Q8TAB3,protocadherin 19,,93,0.599,0.462,0.99975,0.03,,0.667,3,0,2010,2016
Autism Spectrum Disorders,C1510586,PCDH10,57575,Q9P2E7,protocadherin 10,,87,0.582,0.769,0.89066,0.03,,1,3,0,2016,2017
Autism Spectrum Disorders,C1510586,BCL2,596,P10415,BCL2 apoptosis regulator,Signaling,1456,0.291,0.885,0.55903,0.03,,1,3,0,2017,2019
Autism Spectrum Disorders,C1510586,S100B,6285,P04271,S100 calcium binding protein B,Calcium-binding protein,599,0.383,0.923,0.04387,0.03,,0.667,3,0,2017,2018
Autism Spectrum Disorders,C1510586,SLC12A2,6558,P55011,solute carrier family 12 member 2,Transporter,128,0.552,0.808,0.96153,0.03,,1,3,0,2017,2018
Autism Spectrum Disorders,C1510586,SNAP25,6616,P60880,synaptosome associated protein 25,Transporter,283,0.489,0.808,0.98653,0.03,,1,3,2,2011,2017
Autism Spectrum Disorders,C1510586,CDKL5,6792,O76039,cyclin dependent kinase like 5,Kinase,224,0.522,0.692,0.99932,0.03,,1,3,0,2011,2019
Autism Spectrum Disorders,C1510586,TCF4,6925,P15884,transcription factor 4,Transcription factor,378,0.464,0.846,0.99981,0.03,,1,3,0,2013,2019
Autism Spectrum Disorders,C1510586,ST8SIA2,8128,Q92186,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 2",,39,0.674,0.538,0.058099,0.03,,1,3,2,2014,2016
Autism Spectrum Disorders,C1510586,IMMP2L,83943,Q96T52,inner mitochondrial membrane peptidase subunit 2,,55,0.628,0.577,0.011165,0.03,,0.667,3,0,2018,2019
Autism Spectrum Disorders,C1510586,TIMELESS,8914,Q9UNS1,timeless circadian regulator,,140,0.533,0.808,9.8476E-35,0.03,,1,3,1,2016,2019
Autism Spectrum Disorders,C1510586,ZNF804A,91752,Q7Z570,zinc finger protein 804A,,53,0.647,0.654,0.0055255,0.03,,1,3,2,2011,2019
Autism Spectrum Disorders,C1510586,CDH2,1000,P19022,cadherin 2,,135,0.535,0.731,0.99171,0.02,,0.5,2,0,2013,2019
Autism Spectrum Disorders,C1510586,PTLS,100038247,,Potocki-Lupski syndrome,,17,0.78,0.308,,0.02,,1,2,0,2012,2014
Autism Spectrum Disorders,C1510586,CDH9,1007,Q9ULB4,cadherin 9,,17,0.751,0.308,0.83147,0.02,,1,2,0,2016,2019
Autism Spectrum Disorders,C1510586,CDH11,1009,P55287,cadherin 11,,203,0.512,0.808,0.9999,0.02,,1,2,0,2014,2019
Autism Spectrum Disorders,C1510586,KDM5B,10765,Q9UGL1,lysine demethylase 5B,Epigenetic regulator,162,0.532,0.731,7.9102E-15,0.02,,1,2,0,2018,2019
Autism Spectrum Disorders,C1510586,LOC110806262,110806262,,solute carrier family 6 member 4 gene promoter,,63,0.626,0.423,,0.02,,1,2,0,2009,2014
Autism Spectrum Disorders,C1510586,DCD,117159,P81605,dermcidin,,64,0.619,0.654,0.00015781,0.02,,1,2,0,2018,2018
Autism Spectrum Disorders,C1510586,COL9A3,1299,Q14050,collagen type IX alpha 3 chain,,125,0.569,0.769,3.278E-12,0.02,,1,2,0,2018,2018
Autism Spectrum Disorders,C1510586,OSR1,130497,Q8TAX0,odd-skipped related transcription factor 1,Transcription factor,77,0.603,0.615,0.86296,0.02,,0.5,2,0,2018,2019
Autism Spectrum Disorders,C1510586,CRH,1392,P06850,corticotropin releasing hormone,Signaling,402,0.439,0.808,0.71614,0.02,,1,2,0,2019,2019
Autism Spectrum Disorders,C1510586,MACROD2,140733,A1Z1Q3,mono-ADP ribosylhydrolase 2,,57,0.686,0.423,0.43472,0.02,,1,2,1,2011,2019
Autism Spectrum Disorders,C1510586,PRICKLE1,144165,Q96MT3,prickle planar cell polarity protein 1,Cellular structure,57,0.647,0.615,0.99999,0.02,,1,2,0,2013,2018
Autism Spectrum Disorders,C1510586,AANAT,15,Q16613,aralkylamine N-acetyltransferase,,36,0.67,0.692,0.002969,0.02,,1,2,0,2010,2017
Autism Spectrum Disorders,C1510586,CUX1,1523,P39880;Q13948,cut like homeobox 1,Transcription factor,283,0.465,0.846,1,0.02,,1,2,0,2012,2019
Autism Spectrum Disorders,C1510586,CYBB,1536,P04839,cytochrome b-245 beta chain,Ion channel,343,0.452,0.885,0.99904,0.02,,1,2,0,2017,2019
Autism Spectrum Disorders,C1510586,ABCA13,154664,Q86UQ4,ATP binding cassette subfamily A member 13,Transporter,26,0.722,0.308,8.7753E-114,0.02,,1,2,0,2018,2018
Autism Spectrum Disorders,C1510586,CYP2E1,1571,P05181,cytochrome P450 family 2 subfamily E member 1,,306,0.459,0.885,8.0688E-09,0.02,,1,2,0,2018,2019
Autism Spectrum Disorders,C1510586,VPS13B,157680,Q7Z7G8,vacuolar protein sorting 13 homolog B,,158,0.579,0.769,2.5029E-45,0.02,,1,2,0,2013,2019
Autism Spectrum Disorders,C1510586,CBLL2,158506,Q8N7E2,Cbl proto-oncogene like 2,Enzyme,235,0.476,0.808,,0.02,,1,2,0,2019,2019
Autism Spectrum Disorders,C1510586,PRICKLE2,166336,Q7Z3G6,prickle planar cell polarity protein 2,Cellular structure,24,0.711,0.423,0.99544,0.02,,1,2,0,2013,2019
Autism Spectrum Disorders,C1510586,DMD,1756,P11532,dystrophin,,484,0.423,0.923,1,0.02,,1,2,0,2017,2017
Autism Spectrum Disorders,C1510586,ACAN,176,P16112,aggrecan,Extracellular structure,187,0.528,0.846,1,0.02,,1,2,0,2010,2011
Autism Spectrum Disorders,C1510586,DPP4,1803,P27487,dipeptidyl peptidase 4,Enzyme,451,0.42,0.808,7.2797E-09,0.02,,1,2,1,2015,2019
Autism Spectrum Disorders,C1510586,DPYSL3,1809,Q14195,dihydropyrimidinase like 3,Enzyme,52,0.628,0.462,0.99887,0.02,,1,2,0,2017,2019
Autism Spectrum Disorders,C1510586,EPHB2,2048,P29323,EPH receptor B2,Kinase,649,0.374,0.846,0.99997,0.02,,1,2,0,2018,2018
Autism Spectrum Disorders,C1510586,CLN8,2055,Q9UBY8,CLN8 transmembrane ER and ERGIC protein,,50,0.682,0.423,0.0035591,0.02,,0.5,2,1,2015,2015
Autism Spectrum Disorders,C1510586,ALDH1A3,220,P47895,aldehyde dehydrogenase 1 family member A3,Enzyme,83,0.578,0.654,0.14128,0.02,,1,2,0,2014,2015
Autism Spectrum Disorders,C1510586,FGA,2243,P02671,fibrinogen alpha chain,,118,0.573,0.769,1.2236E-13,0.02,,1,2,2,2013,2018
Autism Spectrum Disorders,C1510586,ZNF292,23036,O60281,zinc finger protein 292,Enzyme,53,0.695,0.423,1,0.02,,1,2,0,2016,2020
Autism Spectrum Disorders,C1510586,ASTN2,23245,O75129,astrotactin 2,,51,0.666,0.462,0.99971,0.02,,1,2,0,2009,2011
Autism Spectrum Disorders,C1510586,NCS1,23413,P62166,neuronal calcium sensor 1,,48,0.656,0.615,0.66434,0.02,,0.5,2,1,2010,2020
Autism Spectrum Disorders,C1510586,CHD5,26038,Q8TDI0,chromodomain helicase DNA binding protein 5,,64,0.604,0.5,1,0.02,,1,2,0,2017,2019
Autism Spectrum Disorders,C1510586,HAVCR1,26762,Q96D42,hepatitis A virus cellular receptor 1,,217,0.489,0.885,8.5105E-07,0.02,,1,2,0,2018,2019
Autism Spectrum Disorders,C1510586,SH2D6,284948,Q7Z4S9,SH2 domain containing 6,Signaling,4,1,0.038,0.000037712,0.02,,1,2,0,2019,2020
Autism Spectrum Disorders,C1510586,GPR37,2861,O15354,G protein-coupled receptor 37,G-protein coupled receptor,23,0.716,0.385,0.00033812,0.02,,1,2,1,2012,2015
